customer_id,age,gender,country,city,item_purchase_date,item_price,item_category,item_rating,item_qty
1,54,Female,Australia,Sydney,2024-06-12,2352.6,Home & Kitchen,4.3,3
1,54,Female,Australia,Sydney,2024-08-17,75.1,Home & Kitchen,4.8,3
1,54,Female,Australia,Sydney,2024-03-20,1373.37,Home & Kitchen,4.7,3
1,54,Female,Australia,Sydney,2024-10-05,1462.92,Home & Kitchen,4.1,3
1,54,Female,Australia,Sydney,2024-02-16,4983.45,Home & Kitchen,2.0,2
1,54,Female,Australia,Sydney,2024-03-13,2376.93,Home & Kitchen,2.8,3
1,54,Female,Australia,Sydney,2024-02-18,211.75,Home & Kitchen,4.2,1
1,54,Female,Australia,Sydney,2024-04-18,3342.5,Home & Kitchen,4.2,4
1,54,Female,Australia,Sydney,2024-08-06,550.0,Home & Kitchen,4.1,1
1,54,Female,Australia,Sydney,2024-10-26,4415.89,Home & Kitchen,4.8,4
1,54,Female,Australia,Sydney,2024-03-03,2160.31,Home & Kitchen,4.1,3
1,54,Female,Australia,Sydney,2023-12-27,3132.53,Home & Kitchen,4.6,1
1,54,Female,Australia,Sydney,2024-02-01,2454.12,Home & Kitchen,4.0,1
1,54,Female,Australia,Sydney,2023-12-17,599.45,Home & Kitchen,4.7,5
1,54,Female,Australia,Sydney,2024-10-12,4080.74,Home & Kitchen,4.1,4
1,54,Female,Australia,Sydney,2024-09-22,2010.25,Home & Kitchen,4.9,5
1,54,Female,Australia,Sydney,2024-04-02,3014.23,Home & Kitchen,4.1,4
1,54,Female,Australia,Sydney,2024-10-31,382.45,Home & Kitchen,4.3,3
1,54,Female,Australia,Sydney,2024-04-06,3872.27,Home & Kitchen,5.0,1
1,54,Female,Australia,Sydney,2024-02-05,4440.68,Home & Kitchen,4.5,5
1,54,Female,Australia,Sydney,2024-09-09,3522.43,Home & Kitchen,2.1,2
1,54,Female,Australia,Sydney,2024-05-15,2404.83,Home & Kitchen,4.3,3
1,54,Female,Australia,Sydney,2024-04-17,2648.45,Home & Kitchen,1.5,2
1,54,Female,Australia,Sydney,2023-12-13,4078.24,Home & Kitchen,4.1,2
1,54,Female,Australia,Sydney,2024-07-07,3437.78,Home & Kitchen,4.0,5
1,54,Female,Australia,Sydney,2024-04-29,1075.29,Home & Kitchen,4.8,3
1,54,Female,Australia,Sydney,2024-07-27,519.8,Home & Kitchen,2.8,1
1,54,Female,Australia,Sydney,2024-03-28,2749.1,Home & Kitchen,2.7,2
1,54,Female,Australia,Sydney,2024-09-27,3745.06,Home & Kitchen,4.0,2
1,54,Female,Australia,Sydney,2023-12-28,4956.75,Home & Kitchen,4.4,1
1,54,Female,Australia,Sydney,2024-02-17,3137.83,Home & Kitchen,4.5,1
1,54,Female,Australia,Sydney,2024-05-03,4548.48,Home & Kitchen,4.3,5
1,54,Female,Australia,Sydney,2024-05-28,3549.41,Home & Kitchen,4.9,2
1,54,Female,Australia,Sydney,2024-06-27,4034.04,Home & Kitchen,4.6,4
1,54,Female,Australia,Sydney,2024-08-18,9.64,Home & Kitchen,1.9,3
1,54,Female,Australia,Sydney,2024-11-03,3016.04,Home & Kitchen,5.0,2
1,54,Female,Australia,Sydney,2024-04-09,901.82,Home & Kitchen,5.0,5
1,54,Female,Australia,Sydney,2024-11-06,4840.03,Home & Kitchen,4.5,2
1,54,Female,Australia,Sydney,2024-09-19,2040.98,Home & Kitchen,4.2,1
1,54,Female,Australia,Sydney,2024-06-16,3976.34,Home & Kitchen,1.2,5
1,54,Female,Australia,Sydney,2024-08-05,2352.0,Home & Kitchen,4.7,5
1,54,Female,Australia,Sydney,2024-09-17,126.87,Home & Kitchen,4.5,5
1,54,Female,Australia,Sydney,2024-10-02,1478.17,Home & Kitchen,4.3,3
1,54,Female,Australia,Sydney,2024-07-26,2003.57,Home & Kitchen,5.0,4
1,54,Female,Australia,Sydney,2024-01-30,821.91,Home & Kitchen,4.4,4
1,54,Female,Australia,Sydney,2024-01-23,1014.54,Home & Kitchen,4.2,4
1,54,Female,Australia,Sydney,2024-06-25,4547.82,Home & Kitchen,4.2,1
1,54,Female,Australia,Sydney,2024-06-01,4790.38,Home & Kitchen,5.0,1
1,54,Female,Australia,Sydney,2024-10-05,1239.71,Home & Kitchen,4.4,3
1,54,Female,Australia,Sydney,2024-01-02,324.97,Home & Kitchen,4.6,2
1,54,Female,Australia,Sydney,2024-04-11,651.09,Home & Kitchen,4.4,1
1,54,Female,Australia,Sydney,2023-12-31,1802.75,Home & Kitchen,4.0,4
1,54,Female,Australia,Sydney,2024-06-15,3665.89,Home & Kitchen,4.6,2
1,54,Female,Australia,Sydney,2024-07-28,856.11,Home & Kitchen,1.6,4
1,54,Female,Australia,Sydney,2024-02-19,772.07,Home & Kitchen,4.7,5
1,54,Female,Australia,Sydney,2024-11-01,3095.79,Home & Kitchen,4.2,1
1,54,Female,Australia,Sydney,2024-03-28,4277.63,Home & Kitchen,4.2,3
1,54,Female,Australia,Sydney,2024-01-14,3367.93,Home & Kitchen,4.4,3
1,54,Female,Australia,Sydney,2024-10-07,3503.68,Home & Kitchen,4.6,4
1,54,Female,Australia,Sydney,2024-09-05,102.7,Home & Kitchen,4.5,5
1,54,Female,Australia,Sydney,2024-11-14,3078.96,Home & Kitchen,5.0,2
1,54,Female,Australia,Sydney,2024-05-11,1442.07,Home & Kitchen,1.3,1
1,54,Female,Australia,Sydney,2024-03-08,3508.31,Home & Kitchen,4.6,3
1,54,Female,Australia,Sydney,2024-02-03,163.63,Home & Kitchen,4.3,3
1,54,Female,Australia,Sydney,2024-09-20,4748.4,Home & Kitchen,4.4,3
1,54,Female,Australia,Sydney,2024-07-08,1745.2,Home & Kitchen,2.2,1
1,54,Female,Australia,Sydney,2024-10-24,4900.64,Home & Kitchen,4.4,1
1,54,Female,Australia,Sydney,2024-06-09,3547.22,Home & Kitchen,1.5,2
1,54,Female,Australia,Sydney,2024-08-09,2121.16,Home & Kitchen,1.3,3
1,54,Female,Australia,Sydney,2024-05-23,1282.38,Home & Kitchen,4.8,3
1,54,Female,Australia,Sydney,2024-11-21,726.21,Home & Kitchen,1.7,3
1,54,Female,Australia,Sydney,2024-07-11,802.67,Home & Kitchen,4.4,2
1,54,Female,Australia,Sydney,2024-08-25,2395.04,Home & Kitchen,4.2,4
1,54,Female,Australia,Sydney,2023-12-08,622.6,Home & Kitchen,4.0,4
1,54,Female,Australia,Sydney,2024-03-05,1863.22,Home & Kitchen,1.8,1
1,54,Female,Australia,Sydney,2024-03-16,2102.62,Home & Kitchen,4.5,1
1,54,Female,Australia,Sydney,2024-10-20,3312.63,Home & Kitchen,4.5,5
1,54,Female,Australia,Sydney,2024-11-01,843.16,Home & Kitchen,4.6,3
1,54,Female,Australia,Sydney,2024-09-26,148.96,Home & Kitchen,1.9,1
1,54,Female,Australia,Sydney,2024-07-22,2992.19,Home & Kitchen,4.7,3
